zipcode,population,area (sq mi),pop_density
95129,38720,4.517,8572.061103
94602,28329,3.305,8571.558245
90606,32396,3.783,8563.573883
91767,48068,5.614,8562.166014
30313,9495,1.11,8554.054054
91602,17473,2.048,8531.738281
75206,36248,4.252,8524.929445
11040,40782,4.786,8521.103218
37916,12507,1.472,8496.603261
97214,23813,2.807,8483.434271
19026,30738,3.624,8481.788079
918,18056,2.13,8476.995305
91502,11371,1.343,8466.865227
90621,35153,4.153,8464.483506
19036,12942,1.529,8464.355788
95121,37469,4.429,8459.923233
60656,27613,3.268,8449.510404
55414,28495,3.377,8437.962689
20710,9313,1.104,8435.688406
15680,101,0.012,8416.666667
33068,49824,5.921,8414.794798
7110,28351,3.374,8402.786011
30363,2680,0.319,8401.253918
90046,48581,5.784,8399.204703
6112,22879,2.725,8395.963303
33162,43539,5.191,8387.401271
60609,64906,7.741,8384.704818
10303,26337,3.144,8376.908397
90503,44383,5.305,8366.258247
2860,45199,5.404,8363.989637
2128,40508,4.851,8350.443208
19119,27035,3.239,8346.711948
77002,16793,2.012,8346.421471
17606,392,0.047,8340.425532
91722,34409,4.13,8331.476998
94541,61635,7.405,8323.430115
90010,3800,0.457,8315.098468
85035,47486,5.715,8309.011374
95431,631,0.076,8302.631579
54985,836,0.101,8277.227723
93701,12529,1.515,8269.966997
2453,28968,3.508,8257.696693
6105,19392,2.35,8251.914894
94087,54293,6.582,8248.708599
92103,31066,3.767,8246.880807
20910,37445,4.545,8238.723872
92780,57741,7.011,8235.772358
90713,27925,3.394,8227.754862
91106,24229,2.945,8227.164686
14621,33802,4.123,8198.399224
14208,11125,1.357,8198.231393
19131,43172,5.276,8182.714177
70115,31695,3.878,8173.027334
80219,61296,7.504,8168.443497
60652,40959,5.015,8167.298106
95051,54327,6.653,8165.789869
33179,41332,5.076,8142.631994
36849,3150,0.387,8139.534884
98117,31365,3.854,8138.297872
11363,6988,0.859,8135.040745
90660,62928,7.749,8120.789779
44703,8895,1.096,8115.875912
14215,39999,4.929,8115.033475
93606,1217,0.15,8113.333333
95842,31806,3.921,8111.706197
70119,36228,4.471,8102.885261
952,10008,1.236,8097.087379
14216,22431,2.772,8091.991342
60104,19038,2.354,8087.51062
43202,20251,2.508,8074.561404
14613,14730,1.827,8062.397373
90502,18010,2.235,8058.165548
91792,30854,3.837,8041.178004
60153,24106,2.998,8040.693796
15350,425,0.053,8018.867925
91330,2702,0.337,8017.804154
20017,17735,2.215,8006.772009
7203,21085,2.64,7986.742424
53208,31133,3.902,7978.728857
10474,12281,1.54,7974.675325
92604,26853,3.372,7963.523132
63118,26704,3.354,7961.836613
33150,27811,3.494,7959.645106
8102,7565,0.951,7954.784437
58707,509,0.064,7953.125
95133,25401,3.195,7950.234742
2445,20679,2.603,7944.295044
92114,65433,8.238,7942.825929
90803,32031,4.033,7942.22663
2472,32014,4.037,7930.146148
91950,60322,7.612,7924.592748
90401,6722,0.849,7917.550059
33154,13971,1.765,7915.580737
22301,11162,1.411,7910.70163
20783,44487,5.624,7910.206259
63116,43540,5.505,7909.173479
98144,26881,3.399,7908.502501
2476,16532,2.093,7898.709986
95112,55927,7.092,7885.927806
11510,33048,4.191,7885.468862
94580,27152,3.445,7881.567489
959,50560,6.416,7880.299252
55105,28455,3.612,7877.906977
97205,7688,0.976,7877.04918
21205,16146,2.05,7876.097561
92101,37095,4.717,7864.108544
91723,18275,2.324,7863.597246
11596,10480,1.333,7861.965491
11726,19857,2.526,7861.045131
94404,33749,4.297,7854.084245
90630,47993,6.126,7834.312765
15621,47,0.006,7833.333333
95118,31932,4.079,7828.389311
10312,59304,7.582,7821.682933
91775,23988,3.067,7821.323769
60706,23134,2.958,7820.824882
89108,70123,8.968,7819.246209
17104,20962,2.685,7807.07635
22314,29653,3.805,7793.166886
10707,10097,1.296,7790.895062
22807,3311,0.425,7790.588235
11565,8690,1.116,7786.738351
91790,44907,5.773,7778.797852
7205,21398,2.754,7769.789397
19802,24621,3.171,7764.427625
91731,29591,3.815,7756.487549
7604,11842,1.528,7750
48224,44439,5.735,7748.735833
11756,42791,5.523,7747.782003
33009,39341,5.094,7723.00746
91506,18904,2.448,7722.222222
85015,37644,4.883,7709.195167
8104,23851,3.095,7706.300485
1107,11611,1.507,7704.711347
92866,14885,1.932,7704.451346
19805,40937,5.316,7700.714823
77072,56526,7.344,7696.895425
6269,9844,1.279,7696.637998
60631,28641,3.722,7695.056421
21229,45213,5.88,7689.285714
92870,52033,6.775,7680.147601
8904,13982,1.821,7678.198792
60040,5431,0.708,7670.903955
11518,10549,1.376,7666.424419
14301,12817,1.672,7665.669856
10307,14096,1.839,7665.035345
12206,16395,2.141,7657.636618
8107,13675,1.789,7643.935159
14302,107,0.014,7642.857143
33133,31926,4.18,7637.799043
11581,20844,2.73,7635.164835
90501,43180,5.66,7628.975265
97201,15484,2.031,7623.830625
92868,25404,3.335,7617.391304
95816,15579,2.047,7610.649731
19050,28073,3.689,7609.921388
90041,27425,3.608,7601.16408
94501,60212,7.927,7595.811783
968,3478,0.458,7593.886463
11021,17729,2.335,7592.719486
6119,15474,2.041,7581.577658
2740,43087,5.686,7577.734787
78207,55514,7.327,7576.634366
77099,47091,6.219,7572.117704
19074,5890,0.778,7570.694087
90039,28514,3.77,7563.395225
7063,13538,1.791,7558.905639
17250,68,0.009,7555.555556
93705,36703,4.861,7550.504012
63109,26946,3.57,7547.89916
89103,50519,6.7,7540.149254
85031,30493,4.052,7525.419546
98116,22241,2.958,7518.931711
7607,9555,1.271,7517.702596
6906,9088,1.209,7516.956162
7660,12729,1.695,7509.734513
91030,25616,3.413,7505.420451
95123,62228,8.293,7503.677801
92845,16333,2.177,7502.526412
84111,10744,1.434,7492.329149
77063,34299,4.582,7485.59581
7734,13269,1.774,7479.706877
10306,55909,7.475,7479.464883
97331,2408,0.322,7478.26087
6051,30519,4.088,7465.508806
53212,30416,4.076,7462.217861
94014,47014,6.301,7461.35534
80246,12875,1.726,7459.443801
44102,45014,6.036,7457.587806
91210,328,0.044,7454.545455
95824,30221,4.061,7441.763113
6610,22735,3.058,7434.597776
33142,52606,7.077,7433.375724
64124,12639,1.703,7421.608925
85017,38872,5.242,7415.490271
11553,26034,3.512,7412.870159
23220,35545,4.805,7397.502601
90067,2424,0.328,7390.243902
92647,57245,7.748,7388.358286
90640,62549,8.49,7367.37338
77098,13076,1.775,7366.760563
22302,16485,2.238,7365.951743
33165,56149,7.629,7359.942325
7034,9360,1.272,7358.490566
90712,31499,4.284,7352.70775
2861,26178,3.564,7345.117845
7407,19403,2.643,7341.27885
92841,32845,4.476,7338.025022
20016,32519,4.438,7327.39973
11762,22360,3.057,7314.360484
55401,6590,0.901,7314.09545
14217,23480,3.213,7307.812014
43206,21864,3,7288
97206,47596,6.535,7283.24407
48212,39038,5.361,7281.850401
92553,73722,10.129,7278.309804
84105,22140,3.043,7275.714755
37212,20148,2.774,7263.157895
2746,15342,2.116,7250.47259
11570,26646,3.679,7242.729002
1843,24425,3.373,7241.328194
19602,17900,2.473,7238.17226
80010,39728,5.491,7235.112001
901,7080,0.979,7231.869254
79016,94,0.013,7230.769231
55805,10194,1.411,7224.663359
97213,29219,4.045,7223.485785
2171,17711,2.453,7220.138606
91754,32742,4.535,7219.845645
90504,32102,4.453,7209.072535
48235,45063,6.251,7208.926572
97215,16375,2.272,7207.306338
21214,20564,2.854,7205.325858
22904,4633,0.643,7205.287714
10503,108,0.015,7200
15219,16696,2.319,7199.655024
7643,10626,1.476,7199.186992
20782,30560,4.247,7195.66753
95124,47082,6.545,7193.582888
90232,15149,2.106,7193.25736
33055,43194,6.005,7193.005828
44120,38196,5.314,7187.805796
94806,59861,8.333,7183.607344
33134,37456,5.216,7180.981595
15211,11081,1.545,7172.168285
94301,16995,2.372,7164.839798
1108,26688,3.725,7164.563758
7646,16341,2.283,7157.687254
15217,27220,3.807,7149.986866
95062,36079,5.047,7148.603131
55104,43248,6.057,7140.1684
90220,49328,6.91,7138.639653
90605,40331,5.652,7135.704176
90263,1612,0.226,7132.743363
20886,33282,4.681,7110.019227
53205,10050,1.414,7107.496464
95814,9922,1.396,7107.449857
48221,38727,5.452,7103.264857
91423,30991,4.363,7103.140041
1905,25251,3.558,7096.964587
77080,45275,6.383,7093.05969
21206,50846,7.171,7090.503417
89142,33731,4.761,7084.856123
19405,5127,0.724,7081.491713
77076,33803,4.774,7080.645161
2155,57964,8.196,7072.230356
92833,51767,7.32,7071.994536
48109,6904,0.977,7066.530194
8880,4563,0.646,7063.467492
11710,34496,4.886,7060.17192
7720,4298,0.609,7057.471264
19033,7777,1.102,7057.168784
7065,27346,3.875,7057.032258
90620,45113,6.395,7054.417514
91911,82999,11.766,7054.139045
8103,15190,2.155,7048.723898
11362,17823,2.529,7047.449585
70118,33008,4.684,7046.968403
90230,31766,4.509,7045.021069
91766,71599,10.169,7040.908644
89104,39909,5.67,7038.624339
98403,7713,1.097,7030.993619
91763,36375,5.178,7024.913094
29401,10895,1.551,7024.500322
94403,39642,5.644,7023.742027
48206,21954,3.126,7023.03263
80211,31583,4.499,7020.004445
1854,27606,3.934,7017.285206
98115,46206,6.586,7015.791072
14608,12268,1.749,7014.293882
10573,38352,5.475,7004.931507
33168,25792,3.683,7002.986696
75254,23253,3.321,7001.806685
7062,12949,1.852,6991.900648
95008,45260,6.474,6991.041087
95843,45048,6.448,6986.352357
37201,2137,0.306,6983.660131
14605,12610,1.807,6978.417266
21212,32322,4.641,6964.447317
33322,37858,5.438,6961.750644
53216,32264,4.639,6954.947187
89121,64096,9.218,6953.352137
33140,21210,3.051,6951.819076
30326,4802,0.692,6939.306358
90602,25777,3.718,6933.02851
63101,2620,0.378,6931.216931
94707,11710,1.691,6924.896511
19401,41753,6.031,6923.064168
33175,53206,7.688,6920.655567
53218,40625,5.873,6917.248425
20784,29449,4.259,6914.533928
23173,2820,0.408,6911.764706
70113,7025,1.017,6907.571288
14214,19775,2.863,6907.090465
11552,23616,3.42,6905.263158
16503,16850,2.441,6902.908644
94124,33996,4.929,6897.139379
94158,4792,0.695,6894.964029
48205,44045,6.389,6893.880106
60459,28929,4.197,6892.780558
90745,57251,8.307,6891.898399
94805,13648,1.982,6885.973764
45410,15339,2.229,6881.561238
7075,7626,1.109,6876.465284
98125,37081,5.396,6871.942179
11507,7406,1.078,6870.12987
89169,23304,3.393,6868.258179
11590,45768,6.667,6864.856757
77083,70837,10.319,6864.715573
2905,25223,3.679,6855.939114
10708,21225,3.097,6853.406522
7040,23876,3.484,6853.04248
55101,5592,0.816,6852.941176
53219,33880,4.946,6849.979782
77074,37267,5.443,6846.775675
44123,17637,2.576,6846.661491
92782,23032,3.364,6846.611177
7042,25599,3.739,6846.483017
60505,76573,11.188,6844.20808
93035,27732,4.055,6838.964242
98118,42731,6.251,6835.866261
33020,41329,6.052,6828.982155
10709,9292,1.361,6827.332843
98402,6356,0.931,6827.067669
15216,23350,3.423,6821.501607
95050,35923,5.274,6811.338642
1901,1689,0.248,6810.483871
80231,32127,4.725,6799.365079
60643,49952,7.347,6798.965564
12308,15335,2.256,6797.429078
20032,35653,5.247,6794.930436
6114,27449,4.042,6790.945077
45207,7974,1.177,6774.851317
77502,37995,5.615,6766.696349
19043,2664,0.394,6761.42132
98126,20698,3.062,6759.634226
55411,27428,4.058,6758.994579
11757,45700,6.764,6756.357185
11096,8344,1.236,6750.809061
93703,31868,4.727,6741.696636
92646,55224,8.192,6741.210938
15203,9949,1.476,6740.514905
1852,33508,4.973,6737.98512
91764,54086,8.038,6728.788256
60453,56855,8.456,6723.628193
89147,49778,7.409,6718.585504
91325,32417,4.825,6718.549223
32839,50279,7.487,6715.506879
19070,7277,1.084,6713.099631
6607,7843,1.169,6709.153122
11598,13328,1.987,6707.599396
94066,41130,6.132,6707.436399
89501,4252,0.634,6706.624606
40203,19694,2.941,6696.361782
32612,5458,0.816,6688.72549
45205,19389,2.903,6678.952807
78040,42083,6.301,6678.781146
60088,15761,2.36,6678.389831
85019,25042,3.75,6677.866667
70130,14064,2.107,6674.893213
89102,35759,5.361,6670.210782
98112,21077,3.16,6669.936709
37614,2107,0.316,6667.721519
36590,20,0.003,6666.666667
94544,73026,10.958,6664.172294
60077,26825,4.026,6662.940884
95010,9137,1.372,6659.620991
96813,22881,3.439,6653.387613
28533,2952,0.444,6648.648649
92083,36975,5.565,6644.204852
78225,13025,1.961,6642.019378
77005,25528,3.845,6639.271782
89107,36282,5.465,6638.975297
95820,34480,5.194,6638.428956
60203,4523,0.682,6631.964809
19116,33112,5.005,6615.784216
33460,30790,4.656,6612.972509
60628,72202,10.92,6611.904762
94618,16046,2.429,6606.010704
14223,22665,3.432,6604.020979
95207,47965,7.264,6603.111233
63105,17667,2.676,6602.017937
89085,3367,0.51,6601.960784
33023,63576,9.637,6597.073778
8108,18045,2.736,6595.394737
85006,25742,3.904,6593.75
95825,31084,4.715,6592.576882
33014,40654,6.171,6587.911198
18510,14119,2.145,6582.284382
94579,20571,3.127,6578.509754
87108,38647,5.875,6578.212766
7666,39776,6.049,6575.632336
75231,37052,5.637,6572.999823
91733,43896,6.679,6572.241353
93905,61087,9.305,6564.965073
20903,23625,3.602,6558.856191
17954,4564,0.696,6557.471264
16444,1717,0.262,6553.435115
92663,21649,3.309,6542.459958
41014,6942,1.062,6536.723164
33173,33141,5.07,6536.686391
33138,27571,4.218,6536.510194
95376,49859,7.631,6533.743939
33190,11593,1.779,6516.58235
15140,3294,0.506,6509.881423
48146,38098,5.856,6505.806011
2460,8742,1.344,6504.464286
19032,6606,1.016,6501.968504
75201,9409,1.448,6497.928177
91942,38069,5.859,6497.525175
95125,51939,7.994,6497.247936
55410,19340,2.977,6496.472959
7027,4226,0.651,6491.551459
11566,35321,5.442,6490.444689
85301,60161,9.271,6489.159745
91945,25460,3.924,6488.277268
60655,28550,4.405,6481.271283
20901,34832,5.384,6469.539376
33147,46933,7.255,6469.055824
91403,23484,3.631,6467.639769
15208,10406,1.609,6467.371038
93726,40705,6.295,6466.24305
19083,35878,5.557,6456.361346
18701,3447,0.534,6455.05618
80260,31412,4.869,6451.427398
53213,26020,4.034,6450.173525
22044,14092,2.186,6446.477585
19003,12519,1.942,6446.446962
16502,16664,2.585,6446.421663
20902,48841,7.578,6445.104249
75240,24296,3.772,6441.145281
2721,26290,4.082,6440.470358
90305,14853,2.311,6427.087841
49507,35459,5.518,6426.060167
98136,14770,2.299,6424.532405
11572,30574,4.76,6423.109244
99504,40914,6.37,6422.919937
7070,18061,2.812,6422.830725
55406,32112,5.002,6419.832067
39406,1759,0.274,6419.708029
93304,48731,7.595,6416.194865
98337,6697,1.044,6414.750958
33132,11165,1.741,6412.981045
80220,33529,5.237,6402.329578
80205,29221,4.565,6401.09529
90505,36678,5.73,6401.04712
30309,21845,3.417,6393.034826
89110,70994,11.105,6392.976137
48201,12814,2.005,6391.022444
90744,53815,8.421,6390.571191
85051,40375,6.321,6387.438696
33319,44420,6.96,6382.183908
58076,236,0.037,6378.378378
89031,60589,9.502,6376.447064
44111,39778,6.242,6372.636975
78201,45307,7.113,6369.604949
75243,55406,8.7,6368.505747
44106,26896,4.228,6361.400189
14220,24227,3.81,6358.792651
94030,21536,3.388,6356.552538
70065,51116,8.043,6355.340047
95019,7727,1.216,6354.440789
41073,5955,0.938,6348.614072
30118,2373,0.374,6344.919786
70001,37996,5.99,6343.238731
91406,51558,8.132,6340.137727
60469,5930,0.936,6335.470085
93305,37601,5.935,6335.467565
68105,23842,3.764,6334.218916
90064,25403,4.011,6333.333333
7410,32457,5.133,6323.202805
94306,26469,4.188,6320.200573
48021,32353,5.129,6307.857282
64123,10387,1.647,6306.618094
91324,27669,4.389,6304.169515
8618,38229,6.07,6298.023064
33062,23948,3.803,6297.133842
920,17893,2.843,6293.703834
22205,17087,2.715,6293.554328
77035,35896,5.709,6287.616045
98133,44555,7.09,6284.203103
33026,28498,4.539,6278.475435
18018,32413,5.163,6277.939183
60534,10649,1.698,6271.495878
63111,20313,3.239,6271.380056
95823,73985,11.804,6267.790579
961,32429,5.175,6266.47343
55419,26406,4.214,6266.255339
33065,51921,8.292,6261.577424
76010,55706,8.909,6252.77809
2911,15574,2.491,6252.107587
10314,85510,13.683,6249.36052
15014,3184,0.51,6243.137255
60076,33415,5.354,6241.128129
98314,3329,0.534,6234.082397
6902,63406,10.173,6232.773027
48072,14970,2.402,6232.306411
90638,49012,7.868,6229.283172
33183,35949,5.771,6229.249697
21211,17351,2.787,6225.690707
55103,12991,2.087,6224.724485
66045,2023,0.325,6224.615385
55812,10924,1.755,6224.501425
30021,21989,3.535,6220.367751
94804,38559,6.199,6220.196806
16504,17322,2.787,6215.285253
92630,59182,9.528,6211.376994
7013,27051,4.357,6208.629791
28202,11195,1.804,6205.654102
2136,28488,4.591,6205.184056
33308,28217,4.548,6204.265611
7661,11340,1.828,6203.501094
91910,75802,12.235,6195.5047
60139,34381,5.55,6194.774775
7031,15392,2.486,6191.472245
92411,26214,4.237,6186.924711
94080,63975,10.343,6185.342744
70125,14479,2.343,6179.684166
80209,21526,3.488,6171.444954
33311,63786,10.347,6164.685416
90732,21115,3.426,6163.16404
90731,59662,9.682,6162.156579
63112,20368,3.308,6157.19468
48210,31017,5.04,6154.166667
2903,10780,1.752,6152.968037
95355,58311,9.479,6151.59827
60415,14139,2.299,6150.065246
97216,15594,2.536,6149.053628
77009,38094,6.196,6148.160103
85204,60885,9.906,6146.274985
19013,35130,5.719,6142.682287
2169,55055,8.971,6136.99699
91007,34095,5.559,6133.297356
90603,20063,3.273,6129.85029
7083,53053,8.655,6129.751589
60604,570,0.093,6129.032258
75246,2770,0.452,6128.318584
92708,56004,9.15,6120.655738
97202,38762,6.338,6115.809404
90402,12250,2.004,6112.774451
97232,11472,1.877,6111.880661
92405,28873,4.725,6110.687831
33193,46044,7.536,6109.872611
55412,22148,3.626,6108.108108
91505,30778,5.04,6106.746032
11554,38132,6.249,6102.096335
77025,26137,4.288,6095.382463
55106,52730,8.653,6093.840287
2910,21000,3.447,6092.254134
33415,44963,7.382,6090.896776
55415,2604,0.428,6084.11215
23508,20263,3.333,6079.507951
94085,21247,3.495,6079.25608
60617,84155,13.853,6074.857432
2458,12131,1.997,6074.611918
93433,13162,2.167,6073.834795
92410,49410,8.137,6072.262505
89117,55416,9.129,6070.325337
90802,39347,6.485,6067.386276
44108,25679,4.238,6059.22605
10927,11910,1.966,6057.985758
48228,52130,8.61,6054.587689
61606,8051,1.33,6053.383459
70006,15703,2.595,6051.252408
43210,9432,1.559,6050.032072
95202,6521,1.078,6049.165121
85302,36909,6.102,6048.672566
79903,18451,3.051,6047.525402
68131,12302,2.036,6042.239686
91977,58368,9.666,6038.485413
60513,19047,3.155,6037.083994
13210,27606,4.573,6036.737372
14207,23552,3.903,6034.332565
48227,45380,7.53,6026.560425
92109,45787,7.598,6026.191103
92376,81516,13.538,6021.273453
50311,15113,2.512,6016.321656
8106,9874,1.642,6013.398295
14611,17396,2.895,6008.981002
33334,28749,4.787,6005.640276
11783,21288,3.546,6003.384095
23503,30856,5.141,6001.945147
80012,46665,7.777,6000.385753
78751,14385,2.398,5998.748957
64111,16318,2.722,5994.856723
15206,28615,4.776,5991.41541
63130,30084,5.024,5988.057325
98418,10069,1.683,5982.768865
