month_date_yyyymm,postal_code,zip_name,nielsen_hh_rank,hotness_rank,hotness_rank_mm,hotness_rank_yy,hotness_score,supply_score,demand_score,median_days_on_market,median_days_on_market_mm,median_dom_mm_day,median_days_on_market_yy,median_dom_yy_day,median_dom_vs_us,ldp_unique_viewers_per_property_mm,ldp_unique_viewers_per_property_yy,ldp_unique_viewers_per_property_vs_us,median_listing_price,median_listing_price_mm,median_listing_price_yy,median_listing_price_vs_us,quality_flag,id,zip_code
202112,95127,"san jose, ca",1376,1971,861,-1151,72.424254,74.6637811099088,70.18472716030298,42,0.21739130434782616,7.5,0.2727272727272727,9,-11.5,0.2132413171690697,-0.0816537736296361,1.4944,1100000,0.08207808177067322,0.3414634146341464,2.9333,1,22,95127
202112,94804,"richmond, ca",1901,6583,-472,-2360,47.306384,67.0660071108363,27.546761477817284,47,0.4242424242424243,14,0.08045977011494254,3.5,-6.5,0.12854925823894026,-0.18956110190017306,0.7123,549450,-0.06396933560477003,-0.06277185501066096,1.4652,0,68,94804
202112,94605,"oakland, ca",1418,6167,1080,-3718,49.379734,70.22723759468234,28.532230638429436,45,0.0843373493975903,3.5,0.21621621621621623,8,-8.5,0.04511219704337499,-0.33941284677139794,0.7288,699000,0.01011560693641611,-0.02781641168289295,1.864,1,56,94605
202112,94606,"oakland, ca",1717,8072,1402,-4973,39.138584,54.02303292626372,24.254135105889628,56,0,0,0.03703703703703698,2,2.5,0.12758176252618014,-0.5101239464551315,0.6646,682000,-0.006554989075018169,-0.16216216216216217,1.8187,1,57,94606
202112,95126,"san jose, ca",1777,4854,522,681,55.945664,76.26758386149326,35.623744009893336,41,0.09333333333333327,3.5,0.05128205128205132,2,-12.5,-0.045206489675516104,0.3951466859833397,0.8313,1100000,0.006404391582799596,0.14949255128826766,2.9333,0,21,95126
202112,94619,"oakland, ca",4588,5141,-178,-2208,54.498377,69.23790384912661,39.75884989952079,45.5,0.4918032786885247,15,0.08333333333333326,3.5,-8,0.17853723788831166,-0.17876895057609188,0.8938,793500,-0.006883604505632079,0.05941255006675572,2.116,0,65,94619
202112,95112,"san jose, ca",459,7520,-1214,-259,42.205132,66.1887463286443,18.221518008965838,47.5,0.4179104477611941,14,-0.04040404040404044,-2,-6,-0.06397238017871643,0.16397316430596476,0.5745,924000,0.028380634390651194,0.14498141263940512,2.464,0,7,95112
202112,94611,"oakland, ca",894,2924,-308,10,66.41096,69.23790384912661,63.584016076673365,45.5,0.4444444444444444,14,0.022471910112359605,1,-8,0.11197071323831542,0.16958936964893834,1.3336,1360000,0.05019305019305009,0.209964412811388,3.6267,0,61,94611
202112,95110,"san jose, ca",6896,5981,340,3229,50.177771,74.6637811099088,25.691760704900297,42,0.09090909090909083,3.5,-0.32799999999999996,-20.5,-11.5,-0.09478829755954132,1.064264437268306,0.6866,750000,-0.09310761789600963,-0.059560538909428806,2,0,5,95110
202112,94595,"walnut creek, ca",4345,2433,909,4195,69.419539,82.2963363734735,56.542742309475955,37,0.39622641509433953,10.5,-0.28846153846153844,-15,-16.5,0.23551239398006651,0.8170040740348594,1.1816,541500,-0.03303571428571428,0.0275142314990513,1.444,0,40,94595
202112,94607,"oakland, ca",3432,8365,-167,306,37.355078,67.69206987169578,7.018086257535941,46.5,0.2236842105263157,8.5,-0.17699115044247793,-10,-7,0.09768408327731426,0.0958936079019388,0.3742,650000,-0.06474820143884896,-0.006116207951070374,1.7333,0,58,94607
202111,94601,"oakland, ca",1526,9001,-367,-4813,33.233682,55.348587635583144,11.118776589628608,48,0.26315789473684204,10,0.9199999999999999,23,1.5,0.26378115714789097,-0.2117238766358135,0.4748,669000,0.015174506828528056,0.11686143572621033,1.7631,1,53,94601
202111,94598,"walnut creek, ca",3784,542,163,-333,82.676019,88.50178222375533,76.85025487716071,26,-0.1875,-6,0.061224489795918435,1.5,-20.5,-0.16338440585631597,-0.1183380471949006,1.7472,1117000,-0.06527196652719669,-0.12392156862745096,2.9437,1,43,94598
202111,94602,"oakland, ca",2916,3641,792,118,60.701008,80.27672377448162,41.12529224636848,33,0.10000000000000009,3,-0.10810810810810811,-4,-13.5,0.09778225806451601,0.14265014489857086,0.9464,899000,-0.052687038988408874,0,2.3692,0,54,94602
202111,94621,"oakland, ca",4713,9181,86,-4237,32.120271,37.38837146908896,26.85217124679008,63.5,0.29591836734693877,14.5,0.5874999999999999,23.5,17,0.2684269257553258,0.028889032914250823,0.7322,549000,0,0.1680851063829787,1.4468,1,66,94621
202111,94605,"oakland, ca",1418,7247,-672,-3817,43.331034,65.55517228162968,21.106895097926486,41.5,0.25757575757575757,8.5,0.296875,9.5,-5,0.052574008982956055,-0.18794160966760298,0.6436,692000,0.010218978102189746,0.07453416149068315,1.8237,1,56,94605
202111,94595,"walnut creek, ca",4345,3342,681,2348,62.385497,87.83871833199187,36.932275497297915,26.5,-0.14516129032258063,-4.5,-0.19696969696969702,-6.5,-20,-0.07381653324969517,0.7898820851890367,0.8826,560000,-0.014084507042253502,0.030832949838932366,1.4758,0,40,94595
202111,94610,"oakland, ca",1626,8300,-590,-2980,37.56851,63.784446744087994,11.35257368441225,42.5,0.2142857142857142,7.5,0.11842105263157898,4.5,-4,0.02311962422985414,-0.2263620526458492,0.4805,672000,0.1200000000000001,-0.03862660944206009,1.771,0,60,94610
202111,94603,"oakland, ca",4769,8677,-683,-4716,35.318692,52.4510367559695,18.18634778276034,50,0.2195121951219512,9,0.7241379310344827,21,3.5,-0.03386827238226686,-0.12742133710404258,0.595,581500,-0.02268907563025213,0.06825830724688808,1.5325,1,55,94603
202111,95136,"san jose, ca",1411,2545,418,1680,67.071021,87.83871833199187,46.30332298493733,26.5,0.26190476190476186,5.5,0.019230769230769162,0.5,-20,0.1084326092034571,0.6938408068313204,1.031,996802,-0.003086345670715085,0.06111286756448053,2.627,0,31,95136
202111,94087,"sunnyvale, ca",480,5684,2487,370,50.86045,85.36660151009927,16.354298417078684,29,-0.23684210526315785,-9,0.13725490196078427,3.5,-17.5,0.10345059076262086,0.7026845301708968,0.5639,2223500,0.11846076458752508,0.2058392228831245,5.8598,0,3,94087
202111,94804,"richmond, ca",1901,6111,-538,-1530,48.802269,80.27672377448162,17.327814188800737,33,0.5,11,0.1578947368421053,4.5,-13.5,0.11536648541124261,-0.008401454796234109,0.5825,587000,0.012243490256940825,0.029824561403508865,1.547,0,68,94804
202111,95110,"san jose, ca",6896,6321,-1790,1306,47.811506,70.89801080832471,24.725000958184815,38.5,0.54,13.5,-0.012820512820512775,-0.5,-8,-0.0604587869362363,1.5110363156052071,0.7,827000,0.06161745827984588,0.1267029972752043,2.1795,0,5,95110
202111,94607,"oakland, ca",3432,8198,76,759,38.116592,71.95584684373922,4.277337012763022,38,0.08571428571428563,3,-0.23232323232323238,-11.5,-8.5,0.10687789910190748,0.24004024299534477,0.3147,695000,-0.021126760563380254,-0.005722460658083017,1.8316,0,58,94607
202111,95112,"san jose, ca",459,6306,-691,253,47.89391,79.33003717757082,16.457782377064888,33.5,0.1166666666666667,3.5,-0.042857142857142816,-1.5,-13,-0.17878585723815876,0.45178202050321303,0.5664,898500,-0.03178879310344829,0.09240121580547123,2.3679,0,7,95112
202111,94086,"sunnyvale, ca",635,7296,-772,-1268,43.055076,75.93039745506113,10.179755471235293,35.5,0.3148148148148149,8.5,0.5434782608695652,12.5,-11,0.08073561490390269,0.5204373091697037,0.4574,1550000,0.06896551724137923,-0.015873015873015928,4.0849,1,2,94086
202111,94619,"oakland, ca",4588,4963,-440,-1752,54.166188,83.66486527921505,24.66750986930359,30.5,0.38636363636363646,8.5,-0.016129032258064502,-0.5,-16,0.010601966929644435,-0.14230996511215632,0.6999,799000,0,0.012674271229404344,2.1057,0,65,94619
