month_date_yyyymm,postal_code,zip_name,nielsen_hh_rank,hotness_rank,hotness_rank_mm,hotness_rank_yy,hotness_score,supply_score,demand_score,median_days_on_market,median_days_on_market_mm,median_dom_mm_day,median_days_on_market_yy,median_dom_yy_day,median_dom_vs_us,ldp_unique_viewers_per_property_mm,ldp_unique_viewers_per_property_yy,ldp_unique_viewers_per_property_vs_us,median_listing_price,median_listing_price_mm,median_listing_price_yy,median_listing_price_vs_us,quality_flag,id,zip_code
202103,95135,"san jose, ca",6073,6342,-3009,-1888,49.422574,67.17256447270883,31.67258398033631,38.5,0.5714285714285714,14,-0.2524271844660194,-13,-9.5,-0.14687817110864887,1.043771548493479,0.7344,719500,0.0302119129438716,0.020205600850762062,2.0174,0,30,95135
202103,94619,"oakland, ca",4588,1689,318,-357,75.765674,92.93433732589442,58.5970114314697,12,-0.4893617021276596,-11.5,-0.7037037037037037,-28.5,-36,0.06385334342973192,0.7878514119309985,1.218,788500,0.06842818428184283,-0.07126030624263835,2.2108,1,65,94619
202103,95132,"san jose, ca",3052,3610,1160,-2450,64.127424,91.58440950411611,36.670438141313255,14,-0.631578947368421,-24,-0.5333333333333333,-16,-34,-0.006376067158005649,0.4670600560811018,0.8142,1274000,0.024161859376306438,0.15870850386539326,3.5721,0,27,95132
202103,95112,"san jose, ca",459,6571,-880,-5584,48.090203,84.07787444890953,12.102532090047209,23.5,-0.17543859649122806,-5,-0.29850746268656714,-10,-24.5,-0.21944254144201525,-0.3572462115502347,0.4183,818944,0.03762305986696224,0.024961201501877417,2.2962,0,7,95112
202103,94611,"oakland, ca",894,2346,-932,-1989,71.501307,91.58440950411611,51.41820451796653,14,-0.2222222222222222,-4,-0.17647058823529416,-3,-34,-0.15721920633538888,0.5955505676138799,1.0696,1247000,-0.02957198443579767,-0.12306610407876228,3.4964,1,61,94611
202102,95126,"san jose, ca",1777,6998,-1302,-6851,45.828288,74.48537166516932,17.17120424983399,39,-0.04878048780487809,-2,1.7857142857142856,25,-24.5,0.052528993275509084,-0.4579741784921143,0.5043,1158000,0.05368516833484982,0.05753424657534256,3.33,1,21,95126
202102,94595,"walnut creek, ca",4345,5081,1831,-3167,56.392328,84.82090543338151,27.963751415960314,28.5,-0.5681818181818181,-37.5,0.23913043478260865,5.5,-35,0.03425983260888921,0.5196918308870826,0.6717,569250,0.0842857142857143,-0.04966611018363942,1.637,1,40,94595
202102,95125,"san jose, ca",417,4332,-719,-3213,60.235928,89.74649427756728,30.725362290535525,22.5,-0.42307692307692313,-16.5,0.0714285714285714,1.5,-41,-0.061706363940147724,0.30236900110732723,0.7156,1424444,0.0957261538461538,-0.10406016021254327,4.0962,1,20,95125
202102,95128,"san jose, ca",2246,4589,78,-4107,58.878559,89.74649427756728,28.01062458497715,22.5,-0.48863636363636365,-21.5,0.022727272727272707,0.5,-41,0.01122697440776732,-0.10398425245168519,0.6727,1024000,0.029145728643216184,-0.06055045871559628,2.9446,0,23,95128
202102,94602,"oakland, ca",2916,1564,1003,-1368,77.461818,93.95726729424632,60.96636850123042,15,-0.625,-25,0,0,-48.5,0.32260672161908577,0.4262131449631448,1.2603,799950,-0.11017797552836484,0.06674223229763965,2.3004,0,54,94602
202102,94087,"sunnyvale, ca",480,5769,-1213,-5303,52.624897,89.99257841490567,15.257216514979884,22,-0.2142857142857143,-6,2.6666666666666665,16,-41.5,-0.1261567918306562,-0.2967469732175614,0.4721,1798888,0,-0.052219178082191786,5.1729,1,3,94087
202102,94610,"oakland, ca",1626,3538,702,-3155,64.581462,90.89098082106167,38.271942502246006,20.5,-0.6132075471698113,-32.5,0.8636363636363635,9.5,-43,-0.01945695695695715,0.1621509394788745,0.8395,752000,0.03155006858710552,-0.057644110275689275,2.1625,1,60,94610
